Date,Dividends
2013-07-17,0.602000
2013-04-24,0.602000
2013-01-16,0.562000
2012-10-17,0.562000
2012-07-18,0.562000
2012-04-25,0.562000
2012-01-18,0.525000
2011-10-19,0.525000
2011-07-20,0.525000
2011-04-27,0.525000
2011-01-19,0.482000
2010-10-20,0.482000
2010-07-21,0.482000
2010-04-28,0.482000
2010-01-20,0.440000
2009-10-21,0.440000
2009-07-22,0.440000
2009-04-22,0.440000
2009-01-21,0.400000
2008-10-22,0.400000
2008-07-16,0.400000
2008-04-16,0.400000
2008-01-16,0.350000
2007-10-17,0.350000
2007-07-18,0.350000
2007-04-25,0.350000
2007-01-17,0.310000
2006-10-18,0.310000
2006-07-19,0.310000
2006-04-19,0.310000
2006-01-18,0.280000
